segment_id,text,start,duration,vid
817,assistant during a minimum wage I worked,2444.49,4.2,9kEB5pqWpJw
818,all my life and have seen the real,2446.98,4.02,9kEB5pqWpJw
819,impact of austerity which neither of you,2448.69,5.07,9kEB5pqWpJw
820,have now you say there's plenty to spend,2451,5.52,9kEB5pqWpJw
821,I'm concerned because neither of you,2453.76,4.2,9kEB5pqWpJw
822,have ever had to worry about money,2456.52,4.05,9kEB5pqWpJw
823,you'll throw it away on silly election,2457.96,4.86,9kEB5pqWpJw
824,giveaways what can you say to reassure,2460.57,11.64,9kEB5pqWpJw
825,me in her austerity for nine years in,2462.82,11.94,9kEB5pqWpJw
826,this country we've had a growth of,2472.21,4.77,9kEB5pqWpJw
827,billionaires in this country we've had a,2474.76,3.87,9kEB5pqWpJw
828,growth of extreme poverty in this,2476.98,3.93,9kEB5pqWpJw
829,country we've had a growth of personal,2478.63,4.23,9kEB5pqWpJw
830,debt from people trying to look after,2480.91,4.56,9kEB5pqWpJw
831,children look after older people I think,2482.86,5.67,9kEB5pqWpJw
832,the first thing has to be an increase in,2485.47,5.4,9kEB5pqWpJw
833,wages by having a ten-pound on our,2488.53,5.1,9kEB5pqWpJw
834,living wage for all people and any to,2490.87,4.65,9kEB5pqWpJw
835,zero hours and enter zero hours,2493.63,4.08,9kEB5pqWpJw
836,contracts and an investment strategy,2495.52,4.68,9kEB5pqWpJw
837,across the country that does give us an,2497.71,4.98,9kEB5pqWpJw
838,increase in manufacturing jobs all,2500.2,4.14,9kEB5pqWpJw
839,across Britain which we're not having at,2502.69,3.15,9kEB5pqWpJw
840,the present time I think this election,2504.34,3.75,9kEB5pqWpJw
841,is a turning point in the way in which,2505.84,3.78,9kEB5pqWpJw
842,going to we're going to manage our,2508.09,5.3,9kEB5pqWpJw
843,economy in the future thank you mister,2509.62,3.77,9kEB5pqWpJw
844,the question directly about how we're,2514.02,5.11,9kEB5pqWpJw
845,handling public finances in this,2517.09,4.44,9kEB5pqWpJw
846,electoral period I I would just point,2519.13,5.97,9kEB5pqWpJw
847,out that I have shelved a plan to cut,2521.53,7.26,9kEB5pqWpJw
848,corporation tax saving it's already the,2525.1,5.64,9kEB5pqWpJw
849,lowest in Europe II would whack it up to,2528.79,3.66,9kEB5pqWpJw
850,the highest in in your beliefs beliefs,2530.74,4.35,9kEB5pqWpJw
851,we've shelved that cut that puts again,2532.45,4.53,9kEB5pqWpJw
852,gives us the ability to put another six,2535.09,5.22,9kEB5pqWpJw
853,billion pounds into the NHS and other,2536.98,5.49,9kEB5pqWpJw
854,priorities and we will do that we can do,2540.31,3.9,9kEB5pqWpJw
855,that because we have a strong economy,2542.47,3.78,9kEB5pqWpJw
856,and what worries me about this country,2544.21,3.51,9kEB5pqWpJw
857,at the moment is that we are going to,2546.25,3.45,9kEB5pqWpJw
858,continue with this pointless paralysis,2547.72,3.87,9kEB5pqWpJw
859,I'm have notion know I know the,2549.7,4.11,9kEB5pqWpJw
860,hesitation repeating this point if we go,2551.59,4.71,9kEB5pqWpJw
861,on with more deadlock and division next,2553.81,4.2,9kEB5pqWpJw
862,year thanks you failed to get brexit,2556.3,2.91,9kEB5pqWpJw
863,done Billy,2558.01,7.78,9kEB5pqWpJw
864,that is very specific she's saying now,2559.21,8.44,9kEB5pqWpJw
865,there seems to be plenty to spend she is,2565.79,4.2,9kEB5pqWpJw
866,concerned that because neither you've,2567.65,4.32,9kEB5pqWpJw
867,had to worry about money or throws away,2569.99,3.99,9kEB5pqWpJw
868,on silly election giveaways can we have,2571.97,3.869,9kEB5pqWpJw
869,a pledge here from both of you simply is,2573.98,4.26,9kEB5pqWpJw
870,austerity over in the United Kingdom mr.,2575.839,3.961,9kEB5pqWpJw
871,Corbyn we will that we will end,2578.24,3.15,9kEB5pqWpJw
872,austerity I'm absolutely clear about,2579.8,10.02,9kEB5pqWpJw
873,that yes and I believe in spending,2581.39,10.68,9kEB5pqWpJw
874,investing massively in our public,2589.82,4.799,9kEB5pqWpJw
875,services because we support and which is,2592.07,5.45,9kEB5pqWpJw
876,what we are doing but because we support,2594.619,5.521,9kEB5pqWpJw
877,creating sector and that's why it's a,2597.52,4.74,9kEB5pqWpJw
878,good idea actually to believe in,2600.14,5.07,9kEB5pqWpJw
879,business to support us to support the,2602.26,7.51,9kEB5pqWpJw
880,state sector Jeremy Corbyn and the,2605.21,6.36,9kEB5pqWpJw
881,Labour Party have actually said that,2609.77,4.98,9kEB5pqWpJw
882,they want to overthrow capitalism and to,2611.57,5.07,9kEB5pqWpJw
883,destroy the basis of wealth creation in,2614.75,3.78,9kEB5pqWpJw
884,this country I have to say I think that,2616.64,9.84,9kEB5pqWpJw
885,would be disaster for this corporation,2618.53,11.19,9kEB5pqWpJw
886,tax to around the levels it was in 2010,2626.48,5.129,9kEB5pqWpJw
887,in order to reinvest properly in,2629.72,4.649,9kEB5pqWpJw
888,education in order to pay for the ending,2631.609,4.891,9kEB5pqWpJw
889,of university tuition fees to give every,2634.369,4.141,9kEB5pqWpJw
890,student a decent chance of going to,2636.5,8.25,9kEB5pqWpJw
891,university redress the grotesque levels,2638.51,9.54,9kEB5pqWpJw
892,of imbalance in our society we are a,2644.75,5.79,9kEB5pqWpJw
893,society of billionaires and the very,2648.05,4.98,9kEB5pqWpJw
894,poor neither of which are right both of,2650.54,7.65,9kEB5pqWpJw
895,you are proposing extraordinary levels,2653.03,7.049,9kEB5pqWpJw
896,of borrowing at the last election we,2658.19,3.6,9kEB5pqWpJw
897,were told by your predecessor mr.,2660.079,4.02,9kEB5pqWpJw
898,Johnston that there was no magic money,2661.79,4.26,9kEB5pqWpJw
899,tree have you found a magic money tree,2664.099,4.141,9kEB5pqWpJw
900,mr. Johnson and have you found perhaps,2666.05,5.65,9kEB5pqWpJw
901,more than one of them mr. Corbyn,2668.24,8.109,9kEB5pqWpJw
902,here we're operating money Forrest he's,2671.7,9.36,9kEB5pqWpJw
903,got well operating within strict fiscal,2676.349,8.221,9kEB5pqWpJw
904,discipline and yes of course were,2681.06,5.82,9kEB5pqWpJw
905,investing now in the NHS and we're,2684.57,4.89,9kEB5pqWpJw
906,investing in our policing and investing,2686.88,4.35,9kEB5pqWpJw
907,in education because we have the fiscal,2689.46,4.139,9kEB5pqWpJw
908,Headroom to do so we're also going to do,2691.23,4.5,9kEB5pqWpJw
909,fantastic things for this country with,2693.599,4.321,9kEB5pqWpJw
910,infrastructure with uniting the whole,2695.73,4.95,9kEB5pqWpJw
911,country with with better high-speed rail,2697.92,5.429,9kEB5pqWpJw
912,with telecommunications we'll do,2700.68,4.08,9kEB5pqWpJw
913,fantastic things for this company you,2703.349,3.721,9kEB5pqWpJw
914,can only do that if interest rates are,2704.76,10.23,9kEB5pqWpJw
915,low and the rate of which in the country,2707.07,10.62,9kEB5pqWpJw
916,responds to the reality where reality of,2714.99,6.21,9kEB5pqWpJw
917,austerity has been to hit the the funds,2717.69,5.85,9kEB5pqWpJw
918,of local authorities has meant the life,2721.2,4.59,9kEB5pqWpJw
919,chances of children have been damaged by,2723.54,4.26,9kEB5pqWpJw
920,underfunding schools head teachers going,2725.79,3.96,9kEB5pqWpJw
921,out collecting money in order to keep a,2727.8,3.66,9kEB5pqWpJw
922,school going young people with no,2729.75,3.78,9kEB5pqWpJw
923,after-school clubs no youth centre to go,2731.46,4.98,9kEB5pqWpJw
924,to and the levels of dislocation and,2733.53,4.62,9kEB5pqWpJw
925,poverty in so many areas of Britain,2736.44,4.379,9kEB5pqWpJw
926,deliberately because of austerity must,2738.15,5.1,9kEB5pqWpJw
927,and will change yes we will invest in,2740.819,6.26,9kEB5pqWpJw
928,education invest in housing,2743.25,3.829,9kEB5pqWpJw
929,all of it gentlemen all of this Duncan,2750,5.82,9kEB5pqWpJw
930,is of course predicated on what sort of,2753.27,4.86,9kEB5pqWpJw
931,brexit deal either view might be able to,2755.82,4.47,9kEB5pqWpJw
932,achieve but we're going to move on to,2758.13,4.95,9kEB5pqWpJw
933,some other subject matters now in our,2760.29,4.71,9kEB5pqWpJw
934,debate something a little different,2763.08,3.42,9kEB5pqWpJw
935,we've had hundreds and hundreds of,2765,3.18,9kEB5pqWpJw
936,questions from ICB views and now we're,2766.5,3.63,9kEB5pqWpJw
937,going to have a quick-fire section on a,2768.18,4.11,9kEB5pqWpJw
938,wide variety this year so try to learn a,2770.13,4.32,9kEB5pqWpJw
939,little bit more about where the leaders,2772.29,5.19,9kEB5pqWpJw
940,stand on those other issues so if you,2774.45,4.89,9kEB5pqWpJw
941,could say in a few words as possible,2777.48,4.92,9kEB5pqWpJw
942,perhaps even a yes or no gentleman given,2779.34,4.71,9kEB5pqWpJw
943,that we're looking at the clock that we,2782.4,3.9,9kEB5pqWpJw
944,define a few words well just what is,2784.05,5.27,9kEB5pqWpJw
945,editing 1 2 or just give us a clear,2786.3,6.299,9kEB5pqWpJw
946,precise answer with first question is,2789.32,6.039,9kEB5pqWpJw
947,suit from leads is the monarchy fit for,2792.599,4.831,9kEB5pqWpJw
948,purpose Jeremy Corbyn needs a bit of,2795.359,4.221,9kEB5pqWpJw
949,improvement,2797.43,2.15,9kEB5pqWpJw
950,the institution of the monarchy is,2803.64,8.55,9kEB5pqWpJw
951,beyond reproach its Prince Andrew fit,2806.069,9.571,9kEB5pqWpJw
952,for purpose before we discuss Prince,2812.19,5.099,9kEB5pqWpJw
953,Andrew I think we should discuss the,2815.64,3.329,9kEB5pqWpJw
954,victims that are there because of,2817.289,7.411,9kEB5pqWpJw
955,whatever strand is doing very very,2818.969,8.04,9kEB5pqWpJw
956,serious questions that must be answered,2824.7,4.71,9kEB5pqWpJw
957,and nobody should be above the law but,2827.009,4.381,9kEB5pqWpJw
958,the primary position ought to be the,2829.41,3.329,9kEB5pqWpJw
959,proper treatment of those people who are,2831.39,2.879,9kEB5pqWpJw
960,victims of the most appalling behavior,2832.739,3.87,9kEB5pqWpJw
961,by apparently Epstein and many others,2834.269,5,9kEB5pqWpJw
962,thank you very much indeed mr. Johnson I,2836.609,5.01,9kEB5pqWpJw
963,think all our sympathies which should be,2839.269,5.08,9kEB5pqWpJw
964,obviously with the victims of Jeffrey,2841.619,7.38,9kEB5pqWpJw
965,Epstein and the enormous will certainly,2844.349,5.4,9kEB5pqWpJw
966,take its course,2848.999,2.671,9kEB5pqWpJw
967,of course thank you very much indeed of,2849.749,4.08,9kEB5pqWpJw
968,course and we know that we've heard from,2851.67,5.01,9kEB5pqWpJw
969,Prince Andrew this week and we'll move,2853.829,5.101,9kEB5pqWpJw
970,on now to our next question from Andrew,2856.68,3.899,9kEB5pqWpJw
971,from Liverpool do you agree that climate,2858.93,3.539,9kEB5pqWpJw
972,change is the biggest issue in our,2860.579,4.831,9kEB5pqWpJw
973,country today mr. Johnson I think it's a,2862.469,5.33,9kEB5pqWpJw
974,colossal issue for the entire world and,2865.41,7.23,9kEB5pqWpJw
975,the UK the UK is neeti is meeting that,2867.799,7.111,9kEB5pqWpJw
976,challenge with the most far-reaching,2872.64,5.429,9kEB5pqWpJw
977,ambition to get to carbon neutral by,2874.91,17.23,9kEB5pqWpJw
978,2050 and facing the whole world when the,2878.069,15.72,9kEB5pqWpJw
979,poorest people in the poorest countries,2892.14,4.169,9kEB5pqWpJw
980,lose out because of lose out because of,2893.789,4.47,9kEB5pqWpJw
981,flooding and unusual weather patterns,2896.309,3.841,9kEB5pqWpJw
982,when we have unusual weather patterns in,2898.259,3.84,9kEB5pqWpJw
983,this country when we have extreme levels,2900.15,4.439,9kEB5pqWpJw
984,of air pollution we have to have a green,2902.099,4.41,9kEB5pqWpJw
985,industrial revolution where we invest,2904.589,4.11,9kEB5pqWpJw
986,for the future in sustainable industries,2906.509,5.01,9kEB5pqWpJw
987,and jobs and prevent the continuing,2908.699,4.41,9kEB5pqWpJw
988,damage to our natural world and our,2911.519,4.1,9kEB5pqWpJw
989,involved,2913.109,2.51,9kEB5pqWpJw
990,which current this is a question from,2920.62,4.05,9kEB5pqWpJw
991,Tony from Bristol which current foreign,2922.99,4.13,9kEB5pqWpJw
992,leader do you most admire mr. Johnson,2924.67,7.67,9kEB5pqWpJw
993,leader well very good question I think I,2927.12,28.45,9kEB5pqWpJw
994,like the eu-27 all of them because I,2932.34,26.23,9kEB5pqWpJw
995,think the person I most in the world at,2955.57,4.23,9kEB5pqWpJw
996,the present time is the general,2958.57,2.94,9kEB5pqWpJw
997,secretary Nitin nation's guitar is,2959.8,3.27,9kEB5pqWpJw
998,trying to bring the world together okay,2961.51,8.07,9kEB5pqWpJw
999,thank you very much okay we are didn't,2963.07,7.68,9kEB5pqWpJw
1000,get quite through as many as we thought,2969.58,3.84,9kEB5pqWpJw
1001,we might gentlemen but we're going to,2970.75,5.37,9kEB5pqWpJw
1002,have before our concluding statements,2973.42,5.73,9kEB5pqWpJw
1003,perhaps time for one more short season,2976.12,5.7,9kEB5pqWpJw
1004,or question and this is from Ben West in,2979.15,5.43,9kEB5pqWpJw
1005,Kent I think we should all learn to be a,2981.82,5.4,9kEB5pqWpJw
1006,little more a little more kind to each,2984.58,2.97,9kEB5pqWpJw
1007,other,2987.22,3.21,9kEB5pqWpJw
1008,including those we disagree with with,2987.55,4.77,9kEB5pqWpJw
1009,this in mind and leaving politics aside,2990.43,3.99,9kEB5pqWpJw
1010,for a moment what present would you,2992.32,3.33,9kEB5pqWpJw
1011,leave under the Christmas tree for each,2994.42,3.4,9kEB5pqWpJw
1012,other this year,2995.65,5.239,9kEB5pqWpJw
1013,[Applause],2997.82,3.069,9kEB5pqWpJw
1014,okay leaving politics aside what gift,3001.46,5.399,9kEB5pqWpJw
1015,would you lead leave for mr. Johnson to,3004.609,3.72,9kEB5pqWpJw
1016,the Christmas well well I know mr.,3006.859,3.841,9kEB5pqWpJw
1017,Johnson likes a good read so what I,3008.329,4.201,9kEB5pqWpJw
1018,would probably leave under the tree for,3010.7,3.84,9kEB5pqWpJw
1019,him would be a Christmas Carol by,3012.53,12.18,9kEB5pqWpJw
1020,Charles Dickens and I think I would,3014.54,13.5,9kEB5pqWpJw
1021,probably leave a copy of since you want,3024.71,6.03,9kEB5pqWpJw
1022,a literary effort a copy but my my,3028.04,10.59,9kEB5pqWpJw
1023,brilliant brexit deal maybe maybe by,3030.74,14.91,9kEB5pqWpJw
1024,next year well I think mr. mr. Corbin,3038.63,9.689,9kEB5pqWpJw
1025,shares my love of okay plants and trees,3045.65,10.83,9kEB5pqWpJw
1026,I think maybe soon Jack thank you very,3048.319,9.631,9kEB5pqWpJw
1027,much indeed for that doesn't evil walk,3056.48,3.03,9kEB5pqWpJw
1028,by grams in chair thank you a,3057.95,4.169,9kEB5pqWpJw
1029,fascinating 50 minutes of debate I will,3059.51,5.4,9kEB5pqWpJw
1030,now ask Jeremy Corbyn and Boris Johnson,3062.119,5.071,9kEB5pqWpJw
1031,for a very short concluding statement,3064.91,6.149,9kEB5pqWpJw
1032,mr. Corbyn first you've seen tonight the,3067.19,5.7,9kEB5pqWpJw
1033,real choice you'll have in this election,3071.059,4.711,9kEB5pqWpJw
1034,and your voice must be heard if you,3072.89,4.949,9kEB5pqWpJw
1035,haven't registered a vote please go,3075.77,5.64,9kEB5pqWpJw
1036,online and do it now this is a once in a,3077.839,6.661,9kEB5pqWpJw
1037,generation election to end privatisation,3081.41,4.5,9kEB5pqWpJw
1038,and gives the National Health Service,3084.5,3.54,9kEB5pqWpJw
1039,the funding it needs to give people the,3085.91,4.439,9kEB5pqWpJw
1040,final say and get brexit sorted to,3088.04,4.35,9kEB5pqWpJw
1041,tackle the climate emergency that,3090.349,4.351,9kEB5pqWpJw
1042,threatens our futures to invest in good,3092.39,4.14,9kEB5pqWpJw
1043,jobs in every region and nation of our,3094.7,4.5,9kEB5pqWpJw
1044,country I ask that you vote for hope and,3096.53,7.25,9kEB5pqWpJw
1045,vote for labour on the 12th of December,3099.2,4.58,9kEB5pqWpJw
1046,mr. Johnson,3113.94,6,9kEB5pqWpJw
1047,let's jump to our choice is very simple,3115.98,6.06,9kEB5pqWpJw
1048,we can get brexit done or we can spend,3119.94,5.399,9kEB5pqWpJw
1049,another groundhog year with another,3122.04,5.579,9kEB5pqWpJw
1050,referendum when mr. core views heard,3125.339,4.561,9kEB5pqWpJw
1051,tonight cannot answer the fundamental,3127.619,5.581,9kEB5pqWpJw
1052,question is he is he for remain or leave,3129.9,6.209,9kEB5pqWpJw
1053,and what price would he's pay to secure,3133.2,4.95,9kEB5pqWpJw
1054,Nikolas sturgeons support to enter,3136.109,3.51,9kEB5pqWpJw
1055,number 10 if he can't answer those,3138.15,3.99,9kEB5pqWpJw
1056,questions tonight I don't think he's fit,3139.619,10.681,9kEB5pqWpJw
1057,to lead our country so let's if we have,3142.14,10.199,9kEB5pqWpJw
1058,a working majority are a conservative,3150.3,3.96,9kEB5pqWpJw
1059,majority I pledge we will have a,3152.339,4.171,9kEB5pqWpJw
1060,parliament that works for you that,3154.26,4.47,9kEB5pqWpJw
1061,focuses on the NHS and the cost of,3156.51,4.079,9kEB5pqWpJw
1062,living because when we get brexit done,3158.73,4.74,9kEB5pqWpJw
1063,by January 31st we will go forward as,3160.589,5.371,9kEB5pqWpJw
1064,the United and confident nation that has,3163.47,5.34,9kEB5pqWpJw
1065,shown our faith and judgment of out of,3165.96,4.42,9kEB5pqWpJw
1066,time mr. Johnson,3168.81,6.59,9kEB5pqWpJw
1067,[Applause],3170.38,8.02,9kEB5pqWpJw
1068,and the first part of our life political,3175.4,4.619,9kEB5pqWpJw
1069,programming tonight an hour from now,3178.4,3.599,9kEB5pqWpJw
1070,we'll hear from four more party leaders,3180.019,3.211,9kEB5pqWpJw
1071,on what they think matters at this,3181.999,3.06,9kEB5pqWpJw
1072,election that's the ITV election,3183.23,3.629,9kEB5pqWpJw
1073,interviews but for now from South,3185.059,4.871,9kEB5pqWpJw
1074,sulfur's from all of us here good night,3186.859,7.631,9kEB5pqWpJw
1075,[Applause],3189.93,7.08,9kEB5pqWpJw
1076,so the first head-to-head debate has,3194.49,4.619,9kEB5pqWpJw
1077,made the history books but now the,3197.01,3.99,9kEB5pqWpJw
1078,battle over how they'll be written,3199.109,4.891,9kEB5pqWpJw
1079,welcome to the ITV debate unspun we're,3201,5.339,9kEB5pqWpJw
1080,live backstage here in the spin room,3204,4.5,9kEB5pqWpJw
1081,where both camps watch their candidates,3206.339,4.651,9kEB5pqWpJw
1082,up there on the big screen and are now,3208.5,4.859,9kEB5pqWpJw
1083,bending the ears of journalists trying,3210.99,4.05,9kEB5pqWpJw
1084,to put the Polish on their leaders,3213.359,3.691,9kEB5pqWpJw
1085,performance we'll go and speak to them,3215.04,4.319,9kEB5pqWpJw
1086,in just a moment but first we want your,3217.05,4.74,9kEB5pqWpJw
1087,snap verdict head over to at itv news on,3219.359,4.5,9kEB5pqWpJw
1088,twitter where i am posting a poll right,3221.79,4.2,9kEB5pqWpJw
1089,now tell us who you think won tonight's,3223.859,4.831,9kEB5pqWpJw
1090,debate Jeremy Corbyn or Boris Johnson,3225.99,4.95,9kEB5pqWpJw
1091,will leave that unscientific poll at for,3228.69,3.75,9kEB5pqWpJw
1092,10 minutes or so and bring you the,3230.94,4.919,9kEB5pqWpJw
1093,results later in the show right and see,3232.44,5.88,9kEB5pqWpJw
1094,what everyone in the room made of that,3235.859,4.621,9kEB5pqWpJw
1095,debate so because you can do it now,3238.32,4.2,9kEB5pqWpJw
1096,Michael go what was that a victory for,3240.48,5.91,9kEB5pqWpJw
1097,Boris yeah I hear you were playing,3242.52,5.43,9kEB5pqWpJw
1098,Jeremy Corbyn in the rehearsals as well,3246.39,3.36,9kEB5pqWpJw
1099,no I was watching that debate and there,3247.95,3.69,9kEB5pqWpJw
1100,was only one Prime Minister on that,3249.75,4.65,9kEB5pqWpJw
1101,stage and that was Boris Johnson Jeremy,3251.64,5.37,9kEB5pqWpJw
1102,Corbyn when he was asked ten times how,3254.4,4.53,9kEB5pqWpJw
1103,he would campaign in his brexit,3257.01,3.75,9kEB5pqWpJw
1104,referendum that he wants to have simply,3258.93,3.72,9kEB5pqWpJw
1105,couldn't answer the question he couldn't,3260.76,3.24,9kEB5pqWpJw
1106,say whether or not he would back leave,3262.65,4.59,9kEB5pqWpJw
1107,or remain that is not leadership that is,3264,5.849,9kEB5pqWpJw
1108,a vacuum it's also the case that he said,3267.24,3.75,9kEB5pqWpJw
1109,that we're going to have another,3269.849,2.76,9kEB5pqWpJw
1110,referendum as well as the EU referendum,3270.99,4.64,9kEB5pqWpJw
1111,of Scotland he made it perfectly clear,3272.609,10.351,9kEB5pqWpJw
1112,he was perfectly clear that he was going,3275.63,9.64,9kEB5pqWpJw
1113,to accept a referendum in Scotland and,3282.96,4.379,9kEB5pqWpJw
1114,it's also the case that he made it,3285.27,3.72,9kEB5pqWpJw
1115,perfectly clear I'm going to her in for,3287.339,4.53,9kEB5pqWpJw
1116,day week in the NHS as well putting,3288.99,5.58,9kEB5pqWpJw
1117,patient safety at risk and diverting,3291.869,6.691,9kEB5pqWpJw
1118,money away from helping though there was,3294.57,5.76,9kEB5pqWpJw
1119,open laughter from the audience when,3298.56,3.51,9kEB5pqWpJw
1120,Boris Johnson talked about telling the,3300.33,4.529,9kEB5pqWpJw
1121,truth in the laughter at jeremy corbyn's,3302.07,4.92,9kEB5pqWpJw
1122,hey Yulia to answer the questions on,3304.859,4.441,9kEB5pqWpJw
1123,brexit people want wrecks it's done they,3306.99,4.14,9kEB5pqWpJw
1124,wanted end to paralysis the reason we're,3309.3,3.48,9kEB5pqWpJw
1125,having this election is because we have,3311.13,3.69,9kEB5pqWpJw
1126,a broken Parliament and people want,3312.78,3.72,9kEB5pqWpJw
1127,progress we've got a great brexit deal,3314.82,4.019,9kEB5pqWpJw
1128,what we had from Jeremy Corbyn tonight,3316.5,5.82,9kEB5pqWpJw
1129,was a terrifying display of intellectual,3318.839,6.931,9kEB5pqWpJw
1130,vacuity he simply has no answer to the,3322.32,5.1,9kEB5pqWpJw
1131,essential question does he,3325.77,4.079,9kEB5pqWpJw
1132,want in any new referendum that he says,3327.42,4.26,9kEB5pqWpJw
1133,he's going to secure does he want us to,3329.849,8.581,9kEB5pqWpJw
1134,be inside the European Union or let him,3331.68,9,9kEB5pqWpJw
1135,do a few more interviews that reaction,3338.43,4.74,9kEB5pqWpJw
1136,net and let's try and squeeze through,3340.68,4.649,9kEB5pqWpJw
1137,here through the scrum there are other,3343.17,4.23,9kEB5pqWpJw
1138,parties here in the spin room tonight -,3345.329,3.561,9kEB5pqWpJw
1139,of course they've got the Green Party,3347.4,3.689,9kEB5pqWpJw
1140,over here good evening to you nicely,3348.89,3.64,9kEB5pqWpJw
1141,Bennett good evening to you out what do,3351.089,3.301,9kEB5pqWpJw
1142,you make of the debate it's very very,3352.53,3.45,9kEB5pqWpJw
1143,loud there was a lot of shouting and of,3354.39,3.06,9kEB5pqWpJw
1144,course a great great deal of it was,3355.98,2.879,9kEB5pqWpJw
1145,coming from Boris Johnson he always,3357.45,2.76,9kEB5pqWpJw
1146,really noticed what he looked at that I,3358.859,2.94,9kEB5pqWpJw
1147,mean I've been chaired by Juliette,3360.21,3.03,9kEB5pqWpJw
1148,Turing ham I know she's an enormous Lee,3361.799,3.03,9kEB5pqWpJw
1149,strong chair of course you took part in,3363.24,4.2,9kEB5pqWpJw
1150,the debates in 2015 exactly that's right,3364.829,4.081,9kEB5pqWpJw
1151,I mean it was good that she was there,3367.44,2.669,9kEB5pqWpJw
1152,because she was eventually bringing,3368.91,2.82,9kEB5pqWpJw
1153,Boris Johnson under control but he was,3370.109,3.781,9kEB5pqWpJw
1154,trying to all the time go over his time,3371.73,3.869,9kEB5pqWpJw
1155,he was trying to shout over the top of,3373.89,3.3,9kEB5pqWpJw
1156,her so I think you know the real mood of,3375.599,4.081,9kEB5pqWpJw
1157,that is Jeremy Corbyn came out as you,3377.19,4.32,9kEB5pqWpJw
1158,know speaking from the heart like when,3379.68,3.869,9kEB5pqWpJw
1159,he was talking about the NHS you it was,3381.51,3.66,9kEB5pqWpJw
1160,it was very loud and I'm not sure it,3383.549,2.911,9kEB5pqWpJw
1161,really shed a lot of light on anything,3385.17,3.419,9kEB5pqWpJw
1162,very much but you know it was definitely,3386.46,4.02,9kEB5pqWpJw
1163,I would call it for Jeremy Corbyn okay,3388.589,3.091,9kEB5pqWpJw
1164,thank you very much of course you've got,3390.48,2.819,9kEB5pqWpJw
1165,chance to take part in a debate later,3391.68,4.26,9kEB5pqWpJw
1166,this afternoon sorry we'll be on that,3393.299,4.741,9kEB5pqWpJw
1167,program at 10 o'clock tonight right,3395.94,3.6,9kEB5pqWpJw
1168,let's go and see what some of the,3398.04,5.4,9kEB5pqWpJw
1169,journalists thought of that debate so,3399.54,5.519,9kEB5pqWpJw
1170,these are where these seats are where,3403.44,3.179,9kEB5pqWpJw
1171,all the lobby journalists are currently,3405.059,5.401,9kEB5pqWpJw
1172,filing their verdict quickly ahead of,3406.619,5.551,9kEB5pqWpJw
1173,their 9 o'clock deadline isn't it for,3410.46,4.5,9kEB5pqWpJw
1174,you guys 9 o'clock right Nicola Bartlett,3412.17,4.34,9kEB5pqWpJw
1175,from the mirror what did you make of it,3414.96,5.159,9kEB5pqWpJw
1176,it was a surprise actually Jeremy Corbyn,3416.51,5.53,9kEB5pqWpJw
1177,seems a lot more comfortable in that,3420.119,5.821,9kEB5pqWpJw
1178,setup anticipated and they both seem to,3422.04,6.63,9kEB5pqWpJw
1179,be it seemed very different from when,3425.94,5.369,9kEB5pqWpJw
1180,they square off over the despatch-box a,3428.67,5.189,9kEB5pqWpJw
1181,few jokes there from from Boris Johnson,3431.309,4.651,9kEB5pqWpJw
1182,but also flew from Jericho vane and,3433.859,4.351,9kEB5pqWpJw
1183,there were some lines which did seem to,3435.96,4.879,9kEB5pqWpJw
1184,land better than others this coalition,3438.21,5.399,9kEB5pqWpJw
1185,the the accusation that Jericho would go,3440.839,5.081,9kEB5pqWpJw
1186,into coalition yeah coalition of chaos,3443.609,3.96,9kEB5pqWpJw
1187,and Jeremy Corbyn sort of quick as a,3445.92,3.84,9kEB5pqWpJw
1188,flash said well we've already had nine,3447.569,4.591,9kEB5pqWpJw
1189,years of that you know conversely there,3449.76,4.17,9kEB5pqWpJw
1190,was a lot of laughter when he talked,3452.16,4.35,9kEB5pqWpJw
1191,about his brexit position saying it was,3453.93,4.379,9kEB5pqWpJw
1192,clear the audience laughter doc they,3456.51,4.23,9kEB5pqWpJw
1193,don't think it's clear clear at all so,3458.309,4.56,9kEB5pqWpJw
1194,it's difficult to discourage you know,3460.74,3.98,9kEB5pqWpJw
1195,see who was just kind of a score draw,3462.869,4.291,9kEB5pqWpJw
1196,little bit I mean I did love the,3464.72,3.91,9kEB5pqWpJw
1197,exchange at the end I mean brilliant,3467.16,4.56,9kEB5pqWpJw
1198,question about Christmas and Bruce,3468.63,4.86,9kEB5pqWpJw
1199,Watson sounded almost plaintive when he,3471.72,3.09,9kEB5pqWpJw
1200,said it all you know every call we won't,3473.49,4.08,9kEB5pqWpJw
1201,even take my job I'm but you know that,3474.81,3.9,9kEB5pqWpJw
1202,sometimes it's those unexpected,3477.57,4.17,9kEB5pqWpJw
1203,questions that kind of show the to the,3478.71,4.95,9kEB5pqWpJw
1204,two personalities okay alright Nikola,3481.74,3.15,9kEB5pqWpJw
1205,thank you and Matt day thing from the,3483.66,3.78,9kEB5pqWpJw
1206,Sun I hear you reckon one and neither,3484.89,7.61,9kEB5pqWpJw
1207,tourists suppori the audience for Julie,3487.44,7.59,9kEB5pqWpJw
1208,I think we saw a lot of the public's,3492.5,3.88,9kEB5pqWpJw
1209,anger and the way the British politics,3495.03,2.55,9kEB5pqWpJw
1210,has been running the last three years,3496.38,2.85,9kEB5pqWpJw
